issue_id,clean_text
3025,networkx use npalltrue which deprecate remove numpy follow snippet fails numpy import matplotlibpyplot plt import networkx nx data nxgraph key value dataitems gaddedgekey weightvalue fig axe pltsubplots po nxspringlayoutg see nxdrawnetworkxnodesg po axaxe nxdrawnetworkxedgesg po axaxe edgecolordatavalue edgecmappltcmjet nxdrawnetworkxlabelsg po fontsize axaxe nxdrawnetworkxedgelabelsg po nxgetedgeattributesg weight axaxe current behavior numpy snippet sadly fails attributeerror traceback recent call last cell line po nxspringlayoutg see nxdrawnetworkxnodesg po axaxe nxdrawnetworkxedgesg po axaxe edgecolordatavalue edgecmappltcmjet nxdrawnetworkxlabelsg po fontsize axaxe nxdrawnetworkxedgelabelsg po nxgetedgeattributesg weight axaxe file usrlocallibpythondistpackagesnetworkxdrawingnxpylabpy drawnetworkxedgesg po edgelist width edgecolor style alpha arrowstyle arrowsize edgecmap edgevmin edgevmax ax arrow label nodesize nodelist nodeshape connectionstyle minsourcemargin mintargetmargin edgepos npasarraypose pose edgelist check edgecolor array float map edgecmap case handle differently matplotlib npiterableedgecolor lenedgecolor lenedgepos npalltrueisinstancec number edgecolor edgecmap none assert isinstanceedgecmap mplcolorscolormap file locallibpythonsitepackagesnumpyinitpy getattrattr import numpychar char return charchararray raise attributeerrormodule attribute rformatname attr attributeerror module numpy attribute alltrue expecte behavior because alltrue deprecate since numpy remove numpy code fails networkx base code should rely anymore alltrue replace call quick fix npalltrue npall make call drawnetworkxedge work code base fixe step reproduce see snippet environment python version numpy version networkx version npalltrue update npall pr httpsgithubcomnetworkxnetworkxpull sure version mentione environment section thank mistake seems mixe two environment check version now oops bit outdate sorry noise close
3026,floyd warshall single source shortest path give different result general question networkx use discussion tab create new discussion try reproduce closeness centrality algorithm floyd warshall encounter problem le miserable graph provide general summary title current behavior expecte behavior runn floyd warshall loop node single source shortest path result different suppose identical tell what happens instead expecte behavior tell what should happen step reproduce python lm nxlesmiserablesgraph node lmnode pathlength nxsinglesourceshortestpathlength node sp pathlengthlm dn sp nxfloydwarshalllm return false provide minimal example reproduce bug provide detail local environment python version python networkx version current additional context checke value manually floyd get path value singlesourceshortestpathlength get path around let know im wrong thanks support add context problem screenshots path length different because singlesourceshortestpathlength doesnt take weight account floydwarshall use weight attribute edge could specify weight attribute shortest path like python nxshortestpathlengthlm brujon weightweight result agree result floydwarshalllmbrujon dschult thanks didnt think close
3027,toagraph function modifie attribute source graph discusse httpsgithubcomnetworkxnetworkxdiscussions div typediscussionsoptext suporiginally poste ashwinnayak august sup consider simple graph python import networkx nx nxgraph gaddnode po gaddnode po gaddedge say one want convert pygraphviz agraph class toagraph interface python nxnxagraphtoagraphg routine format attribute po node conform graphviz type formatt done inplace python printhgetnodeattrpos gnodespos print now address nxnxagraphtoagraphgcopy behavior intendeddiv
3028,allow edge weight harmonicdiameter harmonic diameter which harmonic mean distance use path length unweighte network would good allow weight path length via keyword argument like weightnone kwarg name docstr entry optional function interface shortestpath function
3029,doc visually hidden edge gallery example max ind set email bug report edwinvanderklaauwwoodwingcom im enjoy documentation networkx lot notice confus thishttpsurldefensecomvhttpsnetworkxorgdocumentationstableautoexamplesalgorithmsplotmaximumindependentsethtmlbtfghplhkgrgdfsarzwcpvafhhrjvkpqygdwvmxpmhxmlpqumofomnielbnvqwlnvecywmrzatsrsnmecllkpw page page give example plot graph show edge reason edge visually exactly overlappe edge combine result look plot alone cant see vertexe adjacent output written maximum independent set which correct starte wonder vertex liste set starte digg bit turne see parameter value cause plot confus way pick different value graph got plotte differently edge became visible graph plotte page see show edge one hidden pick see show edge now includ edge think should choose simple see value like havent looke what would produce took care chang see try unsuccessful starte chang order vertice also worke lost progress fail save put random number what found show independentnot overlapp vertice without overlapp point httpsgithubcomnetworkxnetworkxpullcommitsurl first ever commit ive ever made open source project
3030,readpajek edge arc header since pajek format treat way header arc edge define number link network behaviour nxreadpajek should clear real behaviour like source code explains llowerstartswithedge switch multidigraph multigraph nxmultigraphg llowerstartswitharcs switch directe multiple arc exist edge gtodirecte would expect optional parameter createus import function let file read either edge arc header avoid confusion thought edge undirecte arc directe understand differently followup fblamanna well nee concrete understand pajek semantics order determine whether anyth need change im go go ahead close one now update clarify pajek data spec share reopen
3031,generaterandompaths function recognize run follow code copie docshttpsnetworkxorgdocumentationstablereferencealgorithmsgeneratednetworkxalgorithmssimilaritygeneraterandompathshtml nxstargraph randompath nxgeneraterandompathsg printrandompath result follow error attributeerror module networkx attribute generaterandompaths specification follows python version networkx version whats go wrong suspect there wrong environment record networkx support python oldest supporte version python possible work installation networkx python im confident environment go ahead close persists feel free reopen update info environment networkx installe
3032,error example code community detection girvannewman follow function numberofcolors must equal number communitie now equal number element first community must change lencommunitie lencommunitie python def createcommunitynodecolorsgraph communitie numberofcolors lencommunitie color dfcb cdcfc ffcc fd bcccnumberofcolors nodecolors node graph currentcommunityindex community communitie node community nodecolorsappendcolorscurrentcommunityindex break currentcommunityindex return nodecolors fixe
3033,planarembeddingtoundirecte result graph whose edge keep cw ccw attribute one halfedge current behavior planarembeddingtoundirecte result graph whose edge keep cw ccw attribute one halfedge expecte behavior documente overlapp directe edge result unpredictable edge attribute dict picke undirecte edge surprise since cw ccw edge attribute make sense undirecte graph think planarembeddingtoundirecte should strip attribute edge digraphtoundirecte could handle overlapp edge attribute define way always dropp unless equal step reproduce python import networkx nx nxgraph isplanar nxcheckplanarityg isplanar true python cw ccw ccw cw python ptoundirecte cw ccw environment python version networkx version
3034,long node name break nxpydotpydotlayout possibly others long node name get split multiple line creat dot representation via createdot pdb printdbytesdecode strict graph graph bb node labeln anbig test height po width height po width anbig test po height po width anbig test po po char char char char char char char char char char char char char char height po width height po width char char char char char char char char char char char char char char po cause pydotlayout function call unable find node name python gnode strn strn node qgetnodepydotquoteidifnecessarystrn isinstancenode list lennode adde highlight raise valueerrorffaile find node name strn valueerror faile find node name strnchars char char char char char char char char char char char char char current behavior nxpydotpydotlayout raise indexerror python gnode strn strn node qgetnodepydotquoteidifnecessarystrn isinstancenode list node node indexerror list index range networkxdrawingnxpydotpy indexerror node list empty node empty because node qgetnodepydotquoteidifnecessarystrn line fails find node name strn expecte behavior nxpydotpydotlayout should work even node name long step reproduce edit test case run test diff diff git anetworkxdrawingteststestpydotpy bnetworkxdrawingteststestpydotpy index acfda anetworkxdrawingteststestpydotpy bnetworkxdrawingteststestpydotpy def testpydotissuetmppath which cause nxgraph gaddedgesfromanbig test anbig test gaddedgesfrom anbig test anbig test line longer char get split char graphlayout nxnxpydotpydotlayoutg progdot assert isinstancegraphlayout dict youll see indexerror raise add error handl see exact valueerror displaye diff diff git anetworkxdrawingnxpydotpy bnetworkxdrawingnxpydotpy index dfcd anetworkxdrawingnxpydotpy bnetworkxdrawingnxpydotpy def pydotlayoutg progneato rootnone node qgetnodepydotquoteidifnecessarystrn isinstancenode list lennode raise valueerrorffaile find node name strn node node po nodegetpos strip lead trail double quote po none environment python version networkx version main aaaf pydot version additional context havent investigate pydot newline adde thats feature graphviz itself there problem nxpydotpydotlayout function networkx try use long node name cause error because doesnt handle long name correctly fix nee update code smarter deal empty node raise clear error message cant find node youre look stop error happen long node label might nee test make sure fix work part code layout movement would nice find fix soonish problem pydot network graphviz long name work pygraphviz interface function pydot addresse upstream pydotpydot yes release soon thanks peiffap first person report pydot report pydot pydot because nobody aware one hang year thanks lkk fix ping well see cant diligent upstream get relate nxpydot clos resolve pydot release
3035,path null import digraph pgmpy general question networkx use discussion tab create new discussion path null import digraph pgmpy provide general summary title current behavior tell what happens instead expecte behavior stopiteration traceback recent call last cell line po nxspringlayoutbng weightweight nxdrawbn po withlabelstrue edgelabels nxgetedgeattributesbng weight file ejetbrainsprojectpythonprojectvenvlibsitepackagesnetworkxdrawingnxpylabpy drawg po ax kwds withlabels kwds kwdswithlabels label kwds drawnetworkxg pospos axax kwds axsetaxisoff pltdrawifinteractive file ejetbrainsprojectpythonprojectvenvlibsitepackagesnetworkxdrawingnxpylabpy drawnetworkxg po arrow withlabels kwds po nxdrawingspringlayoutg default spr layout drawnetworkxnodesg po nodekwds drawnetworkxedgesg po arrowsarrows edgekwds withlabels drawnetworkxlabelsg po labelkwds file ejetbrainsprojectpythonprojectvenvlibsitepackagesnetworkxdrawingnxpylabpy drawnetworkxedgesg po edgelist width edgecolor style alpha arrowstyle arrowsize edgecmap edgevmin edgevmax ax arrow label nodesize nodelist nodeshape connectionstyle minsourcemargin mintargetmargin hideticks rangelenedgelist arrow fancyarrowfactoryi axaddpatcharrow edgevizobjappendarrow update view draw file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibaxesbasepy axesbaseaddpatchself pgetclippath none psetclippathselfpatch selfupdatepatchlimitsp selfchildrenappendp premovemethod selfchildrenremove file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibaxesbasepy axesbaseupdatepatchlimitsself patch isinstancepatch mpatchesrectangle patchgetwidth patchgetheight return patchgetpath get vertice path loop segment get extremum bezier curve section vertice file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibpatchespy fancyarrowpatchgetpathself return path arrow data coordinate path generate display coordinate converte back data coordinate path fillable selfgetpathindisplaycoord npiterablefillable path pathmakecompoundpathpath file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibpatchespy fancyarrowpatchgetpathindisplaycoordself posb selfconvertxyunitsselfposaposb posa posb selfgettransformtransformposa posb path selfgetconnectionstyleposa posb patchaselfpatcha patchbselfpatchb shrinkaselfshrinka dpicor shrinkbselfshrinkb dpicor path selfgettransformtransformpathselfpathoriginal file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibpatchespy connectionstylebasecallself posa posb shrinka shrinkb patcha patchb path selfconnectposa posb path selfclip path selfinpatchpatcha patcha none selfinpatchpatchb patchb none path selfclip path insidecirclepathvertice shrinka shrinka none insidecirclepathvertice shrinkb shrinkb none return path file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibpatchespy connectionstylebaseclipself path instart instop instart try path splitpathinoutpath instart except valueerror pas file ejetbrainsprojectpythonprojectvenvlibsitepackagesmatplotlibbezierpy splitpathinoutpath inside tolerance reorderinout path import path pathiter pathitersegments ctlpoints command nextpathiter begininside insidectlpoints true begin point inside ctlpointsold ctlpoints expecte behavior tell what should happen step reproduce provide minimal example reproduce bug environment provide detail local environment python version networkx version additional context add context problem screenshots hard see what go wrong error traceback provide small example code would reproduce problem example bng nxpathgraph give error first step figure whether error due code pgmpy networkx matplotlib aware path describe matplotlib code path networkx graph path arrow drawn represent one edge network follow example import networkx nx import matplotlibpyplot plt get example model pgmpyutils import getexamplemodel model getexamplemodelsachs plot model nxdrawmodel pltdraw hard see what go wrong error traceback provide small example code would reproduce problem example bng nxpathgraph give error first step figure whether error due code pgmpy networkx matplotlib aware path describe matplotlib code path networkx graph path arrow drawn represent one edge network try tak look plott documentation pgmpyhttpspgmpyorgplottinghtml dont think networkx draw function pgmpy model object suppose work try use pgmpy tool
3036,lowest common ancestor lca algorithm return correct ancestor every spann tree provide general summary title create networkx graph big tvm relay graph trie use nxallpairslowestcommonancestor method determine lca two node one node immediate parent node think would expect immediate parent result case instead ancestor returne investigation found could get expecte result spann tree returne follow line code different allpairslowestcommonancestor python spanningtree nxdfstreeg root luckily able reduce small graph extra work replicate graph constructe follows python mg nxdigraph range mgaddnodei mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge mgaddedge since simple graph allpairslowestcommonancestor would pick obvious spann tree which would result correct result wish find lca pair suppose follow valid spann tree selecte dfstree similar happene relay graph dfstree itself return similar spann tree python replac call dfstree lowestcommonancestorspyallpairslowestcommonancestor spann tree graph spanningtree nxdfstreeg root spanningtree nxdigraph range spanningtreeaddnodei spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge spanningtreeaddedge follow image show graph spann tree networkxissuegraphhttpsgithubcomuserattachmentsassetscaaeadddfdcf output pair which ancestor lowest common ancestor since immediate parent would expect result let know indee valid im miss environment python version networkx version indee bug lca past theyve long since fixe think heavy lift iirc patch made either way upgrad networkx version should fix close resolve persists latest version networkx reopen
3037,invalid link weight contract httpsgithubcomnetworkxnetworkxblamefbdecfbbdcafebnetworkxalgorithmsminorscontractionpylclc seems contract link weight adde new edge calculate correctly should sum two edge instead weight outgo edge vertex remove use problem seems unique code line function contractededge contractednode behavior contractednode docshttpsnetworkxorgdocumentationstablereferencealgorithmsgeneratednetworkxalgorithmsminorscontractednodeshtml nonmultigraphs adjacent third node edge contracte edge attribute store contraction attribute understand uniformly agree upon literature what edge attribute contract nodesedge set code provide edge attribute dict store attribute contracte leave user determine new weight value new edge attribute attribute store contracte attribute thus contract node common neighbor want result edge weight sum weight graph code like follow neede python nxcontractednodesg cdict hedgesdatacontraction cdict none huvweight sumattrweight attr cdictvalue said read doc make clear dont describe what do edge attribute well quote sentence seems provide also give example edge attribute contractededge function describe attribute better doc might help alleviate thanks explanation least help situation optional callback merge function parameter contract would nice ive adde example address
3038,doc stable tutorial first result runtimewarn doc tutorialhttpsnetworkxorgdocumentationstabletutorialhtml runtimewarn first cell runtimeerror occurs import networkx look like circular import error warn state opthostedtoolcachepythonxlibpythonsitepackagesnetworkxutilsbackendspy runtimewarn error encountere load info backend parallel cannot import name registeredalgorithms partially initialize module networkxutilsbackends likely due circular import opthostedtoolcachepythonxlibpythonsitepackagesnetworkxutilsbackendspy backendinfo getbackendsnetworkxbackendinfo loadandcalltrue look back commit log along artifact ci doc build show first starte occurr pr httpsgithubcomnetworkxnetworkxpull must misse circular import review would look tutorial doc artifact find circular import pr httpsgithubcomnetworkxnetworkxpull thanks rlratzel notic yes look defaultconfig think nee either change initiate nxparallels getinfo because recent change networkx nee change networkx repository code look like backendsinfo entrie set loadandcall entrypoint backends backendinfo function import networkx which unreasonable trigger import networkx which start circular import happens nxparallel nee loadandcall backendinfo function import utils finishe avoid circular import trouble pushe back config sett backendprioritie configs because configs use backendinfo dict check valid value nee set config value backendinfo value set ive able get work putt code end initpy file eriknw originally config setting allow backends import nx backendinfo function call nee load backendinfo value might cleaner separate function definition backendpy configpy actual sett value backendinfo config perhaps put tool one module sett value another order would like import backend tool get dispatchable decorator available backends import networkx import configs tool import module set value perhaps better way
3039,docstr none call python oo provide general summary title networkxutilsbackendspy line httpsgithubcomnetworkxnetworkxblobcdcfbfecdecafefedanetworkxutilsbackendspylclc cause attributeerror nonetype object attribute rstrip runn python flag oohttpsdocspythonorgusingcmdlinehtmlcmdoptionoo current behavior return fselforigdocrstripnn toadd raise attributeerror shell traceback recent call last file workspacesbugpy line module networkxutilsbackends import dispatchable file usrlocallibpythondistpackagesnetworkxinitpy line module networkx import classe file usrlocallibpythondistpackagesnetworkxclassesinitpy line module function import file usrlocallibpythondistpackagesnetworkxclassesfunctionpy line module def isnegativelyweightedg edgenone weightweight file usrlocallibpythondistpackagesnetworkxutilsbackendspy line new self argmapdonothingself file usrlocallibpythondistpackagesnetworkxutilsdecoratorspy line call funcdoc fdoc file usrlocallibpythondistpackagesnetworkxutilsbackendspy line doc rv selfcacheddoc selfmakedoc file usrlocallibpythondistpackagesnetworkxutilsbackendspy line makedoc return fselforigdocrstripnn toadd attributeerror nonetype object attribute rstrip expecte behavior ignore funcdoc none set selforigdoc empty str alternatively add disclaimer run oo flag networkx step reproduce bugpy python networkxutilsbackends import dispatchable run python oo bugpy environment provide detail local environment python version networkx version additional context familiar networkx came pytorchcompile try oo flag which never heard sure widespread use flag important support seems like aware case least edge case now documente future reference thank rais oskarthaeter able reproduce error neither networkx python networkx python sh env aditiaditismacbookair networkx python oo bugpy env aditiaditismacbookair networkx pip list package version networkx pip setuptools env aditiaditismacbookair networkx python version python also dont networkx backends installedlike nxcugraphs pythongraphblas nxparallel makedocs wouldnt even run line throw error youie return fselforigdocrstripnn toadd because thishttpsgithubcomnetworkxnetworkxblobcdcfbfecdecafefedanetworkxutilsbackendspylclc python selfbackends return selforigdoc selfbackends follow dictionary installe networkx backends itsee herehttpsgithubcomnetworkxnetworkxblobcdcfbfecdecafefedanetworkxutilsbackendspyl python which backends implement function selfbackends backend backend info backendinfoitems function info name infofunctions would mind shar output pip list conda list command thank see output pip list shell package version abslpy aiohappyeyeballs aiohttp aiosignal alembic annotatedtype anyio apex argoncffi argoncffibindings arrow asciitree asttokens astunparse asynclru asynctimeout attrs audioread babel beautifulsoup black bleach blis bottle cachetools captum catalogue certifi cffi charsetnormalizer click cloudpathlib cloudpickle cmae cmake colorlog comm confection contourpy cudapython cudf cugraph cugraphdgl cugraphequivariant cugraphpyg cugraphserviceclient cugraphserviceserver cuml cupycudax cycler cymem cython dask daskcuda daskcudf daskexpr debugpy decorator defusedxml distribute distributeducxx dmtree einops entrypoints exceptiongroup execnet execut expecttest fastener fastjsonschema fastrlock filelock flashattn fonttools fqdn frozenlist fsspec gast greenlet grpcio hpy httpcore httpx huggingfacehub hypothesis idna igraph imageio importlibmetadata iniconfig ipykernel ipython ipywidgets isoduration isort jedi jinja joblib json jsonpointer jsonschema jsonschemaspecifications jupyterclient jupytercore jupyterevents jupyterlsp jupyterserver jupyterserverterminals jupyterlab jupyterlabcodeformatter jupyterlabpygments jupyterlabserver jupyterlabtensorboardpro jupyterlabwidgets jupytext kiwisolver kornia korniars kvikio langcode languagedata lazyloader librmm librosa lightn lightningthunder dev lightningutilitie lintrunner llvmlite locket looseversion mako marisatrie markdown markdownitpy markupsafe matplotlib matplotlibinline mditpyplugins mdurl mistune mock mpmath msgpack multidict murmurhash mypyextensions nbclient nbconvert nbformat nestasyncio networkx ninja notebook notebookshim numba numcodecs numpy nvfuser adb nvidiacudnnfrontend nvidiadalicuda nvidiamodelopt nvidianvimgcodeccu nvidiapyindex nvtx nxcugraph onnx opencv opencvpython openslidepython opteinsum optree optuna optunadashboard optunaintegration override packag panda pandocfilters parso partd pathspec pexpect pillow pip platformdirs pluggy ply polygraphy pooch preshe prometheusclient prompttoolkit protobuf psutil ptyprocess pulp pureeval pyarrow pybind pybindglobal pycocotools nv pycparser pydantic pydanticcore pygments pylibcugraph pylibcugraphops pylibraft pylibwholegraph pynvjitlink pynvml pypars pytest pytestflakefinder pytestrerunfailure pytestshard pytestxdist pythondateutil post pythondotenv pythonhostlist pythonjsonlogger pytorchlightn pytorchtriton dedbbdf pytz pywavelets pyyaml pyzmq raftdask rapidsdaskdependency referenc regex request rfcvalidator rfcvalidator rich rmm rpdspy safetensors scikitimage scikitlearn scipy seaborn sendtrash sentencepiece setuptools shellingham six smartopen sniffio sortedcontainers soundfile soupsieve soxr spacy spacylegacy spacyloggers sqlalchemy srsly stackdata sympy tabulate tblib tensorboard tensorboarddataserver tensorrt terminado texttable thinc threadpoolctl thriftpy tifffile timm tinycss tomli toolz torch adenv torchstaintools torchtbprofiler torchtensorrt torchao torchmetrics torchvision tornado tqdm traitlets transformerengine baf treelite typer typesdataclasse typespythondateutil typingextensions tzdata ucxpy ucxx uritemplate urllib wasabi wcwidth weasel webcolors webencodings websocketclient werkzeug wheel widgetsnbextension wrapt xdoctest xformers cd xgboost yarl zarr zict zipp forgot mention arm also output lscpu shell architecture aarch cpu opmode bit byte order little endian cpu online cpu list vendor id arm model name neoversev model thread per core core per cluster socket cluster stepp rp frequency boost disable cpu max mhz cpu min mhz bogomips flag fp asimd evtstrm aes pmull sha sha crc atomics fphp asimdhp cpuid asimdrdm jscvt fcma lrcpc dcpop sha sm sm asimddp sha sve asimdfhm dit uscat ilrcpc flagm ssbs sb paca pacg dcpodp ve sveae svepmull svebitperm svesha svesm flagm frint sveimm svebf imm bf dgh bti nxcugraph installe think backendinfo entrypoint work intende ref httpsgithubcomnetworkxnetworkxissue think should work fine because entrypoint came networkx networkx occurs because python oo optimization flag remove docstrings caus selforigdoc none lead attributeerror call rstrip none solution add check ensure selforigdoc none rstrip none method now safely return additional documentation without try access nonexistent docstr fix prevents crashe runn python oo flag
3040,bug backendinfo entrypoint work additional backends implement function box appear latest nx doc show doc nxparallel backend see herehttpsnetworkxorgdocumentationnetworkxreferencealgorithmsgeneratednetworkxalgorithmscentralitybetweennesscentralityhtmlnetworkxalgorithmscentralitybetweennesscentrality show backend see herehttpsnetworkxorgdocumentationstablereferencealgorithmsgeneratednetworkxalgorithmscentralitybetweennesscentralityhtml relevant pr httpsgithubcomnetworkxnetworkxpull origin httpsgithubcomnetworkxnetworkxissue thank
3041,drawnetworkxedgelabels nodesize accepte key word current behavior drawnetworkxedgelabels version receive error message typeerror drawnetworkxedgelabels got unexpecte keyword argument nodesize nodesize parameter describe documentation httpsnetworkxorgdocumentationstablereferencegeneratednetworkxdrawingnxpylabdrawnetworkxedgelabelshtml expecte behavior documentation indicate should accepte parameter step reproduce import networkx nx import matplotlibpyplot plt create directe graph nxdigraph add node gaddnodesfroma add edge gaddedgesfroma set node size nodesize set edge label edgelabels draw graph po nxspringlayoutg nxdrawnetworkxnodesg po nodesizenodesize nxdrawnetworkxedgesg po nxdrawnetworkxlabelsg po nxdrawnetworkxedgelabelsg po edgelabelsedgelabels nodesizenodesize pltaxisoff pltshow environment python version networkx version additional context work databricks output reproducible example imagehttpsgithubcomuserattachmentsassetsbacddaeabee hmm able reproduce dont access databricks im sure could trip behavior python import sys import networkx nx import matplotlibpyplot plt create directe graph nxdigraph add node gaddnodesfroma add edge gaddedgesfroma set node size nodesize set edge label edgelabels draw graph po nxspringlayoutg nxdrawnetworkxnodesg po nodesizenodesize nxdrawnetworkxedgesg po nxdrawnetworkxlabelsg po nxdrawnetworkxedgelabelsg po edgelabelsedgelabels nodesizenodesize pltaxisoff pltshow printfnetworkx nxversion printfpython sysversioninfomajorsysversioninfominor give screenshot pmhttpsgithubcomuserattachmentsassetsececcabbdceebfedc would surprise due databricks found platform play nicely graph package well thanks help time edit found problem completeness sake incase others stumble upon updat time writ databricks version set default package version try update install package within notebook wont update keep instead nee install package specify within compute restart cluster
3042,return type drawnetworkxnode incorrect current behavior current behavior drawnetworkxnode function return matplotlib axis object expecte behavior expecte behavior drawnetworkxnode function return matplotlib pathcollection object previous behavior function what docstr report return matplotlibcollectionspathcollection pathcollection node step reproduce code snippet which demonstrate bug import networkx nx matplotlibcollections import pathcollection nxdodecahedralgraph node nxdrawnetworkxnodesg posnxspringlayoutg assert isinstancenode pathcollection environment python version networkx version additional context starte pr address
3043,usebounds parameter relate eccentricitybase calculation undocumente follow function usebounds parameter center periphery diameter radius purpose parameter documente what doc page httpsnetworkxorgdocumentationstablereferencealgorithmsgeneratednetworkxalgorithmsdistancemeasurescenterhtml environment networkx version see underly function httpsgithubcomnetworkxnetworkxblobbacacfeecfaefenetworkxalgorithmsdistancemeasurespyl wonder documente truly better algorithm default extremabound deprecate remove dont understand show repo ill look remove algorithm mean consolidate eccentricityrelate function which seems case now ah see better now function intende private function calle public api now use lead underscore denote private function discusse mov private function trail pr deprecate remove replac extremabound alternate way comput distance measure shift private done because designe private process adde test via usebounds keyword argument dont think taken serious dive performance functionality doc suggest complexity should better doesnt always mean better performance specific finite size network think hasnt explore thoroughly legwork wed love hear result ill let know promise paper claim much better performance httpswwwsciencedirectcomsciencearticlepiis im intereste find method worth implement igraph author algorithm happy answer question documentation component close close followup discussion relate extremum bound itself feel free reopen
3044,lint enforce line length impression precommit autolinters enforce maximum line length code documentation would automatically reformat input violate rule appears isnt case example one follows contributor guide set development environment includ precommit create dummy commit line character precommit wont complain try reformat removal feature intentional know adopte black past reason iirc ruff format intende supplant black seems weve lost autofixlinelenviolations feature removal intentional id vote br back much convenient hav ask contributor manually keep line certain length also think want line length max switche ruff assure ourselve would enforce lint black didnt know way enforce docstrings miss black point adde later didnt notice would good tool provide enforcement code docstrings turn ruff rule test pycodestyle turne right now httpsgithubcomnetworkxnetworkxblobafdaeffedefaedpyprojecttomll right mriduls pycodestyle linelength commentsdocstrings serie instead
3045,multidigraph incorrectly parse incominggraphdata attribute digraph object current behavior import networkx nx nxversion nxdiamondgraph nxdigraphg nxmultigraphg atlasview nxmultidigraphg atlasview nxdigraphg nxmultidigraphh atlasview nxmultigraphh atlasview expecte behavior attribute should dict atlasview step reproduce see environment python version networkx version expecte behavior multigraphs edge store accord key attribute word another layer dictnest order support ability store edge attribute multiple edge two node therefore individual edge attribute access multigraphs look like gnodenodeedgekey bake structure multigraph even single edge two node default key get edgeattributelayer multigraph provide edge key well python nxmultigraphg atlasview edge key
3046,clean randomkoutgraph speedup handlecleanup recent speedup randomkoutgraph should run python version numpy available numpy version note python version now include spee old python version speedup numpy version python version much improve even folk without numpy addresse nee figure handle dispatchable decorator case like two implementation different decorator decide implement deprecation processwarnings comment appreciate nee deprecation cycle relate figur handle dispatchable decorator case two nx implementation would lead different decorator input discusse concern function randomkoutgraph which recently rewritten include either python version numpy version interface function eventually implemente avoids dispatch method would use decorator encapsulate private function calle single public main function docstr show call private function which could skirt rulesexpectations private might better way term mak public function dispatchable avoide hav two public function which return compute different way avoide hav put dispatchable decorator private function user likely reluctant put private function production code perhaps should intentionally make pure python version public function dispatchable decorator nee decide whether function appears separately doc think interface work keep dispatche interface clear one function name backends use implement functionality interface explicitly ask done pure python dispatchable backends dont worry thought want make pure python version public want doc lean slightly toward keep private hop people who want use nonnumpy environment will use function name start course many private function networkx dont use lead could take lead mak comfortable also dont believe new implementation require deprecation cycle should include release note notice lean slightly toward keep private hop people who want use nonnumpy environment will use function name start course many private function networkx dont use lead could take lead mak comfortable two cent tend agree think hav single public interface dispatche right way go vast majority time doubt user care even notice implementation detail case im concerne exact reproducibility eg publication which case pattern achieve explicit behavior even involve private function knowledge there never raise reproducibility concern pattern like pagerank eg even stark thats good hear think close well leave recent pr fixe least until complains
3047,deploye documentation fail load javascript hang viewsscientificpythonorg anolytics setup documentation cause deploye documentation bork visit site go networkxorgdocumentationlatest stable get connect viewsscientificpythonorg lower left corner browser endless load wheel browser favicon happen none javascript element page work eg searchbar unresponsive similarly load private window dont page cache theme fails render properly refresh cause theme load ultimately javascript element remain unresponsive until attempte connection viewsscientificpythonorg time second which point banner load search bar become active im firefox ublock origin extension ive seen behavior computer firefox without extension idea jarrodmillman stefanv im happy provide detaile debug info ross wave call suppose look like script datadomainnetworkxorg deferdefer srchttpsviewsscientificpythonorgjsscriptjsscript httpswwwwschoolscomtagsattscriptdeferasp defer present async script downloade parallel par page execute page finishe par analytics script should interfere rest page cannot reproduce side doesnt say much different dns firewall javascript itself var request new xmlhttprequest requestopenpost apiurl true which true flag should async request cannot see should block anyth yeah idea mentione nx community meet dont think able reproduce either could upsidedownface okay ive least confirme quick poll lab mate networkxorgdocumentationlatest chrome safari able dig little bit see what freeze send unsmallifie javascript help able dig little bit see what freeze send unsmallifie javascript help try around bit notice least one computer work fine also access viewsscientificpythonorgnetworkxorg now which wasnt able suspect thats root cause networkxorgdocumentationlatest hang sett aside fact request viewsscientificpythonorg suppose block also share log browser console assume hasnt anyth lab network right think ross suggest lab network question async code would block browser case connection cannot made question would ask code downloade viewssporg code execute correct version get corrupte central university proxy code generate code block should able replicate step manually try realize viewsscientificpythonorg entirely unreachable campus network cant even get response via ping therefore think javascript block hypothesis incorrect timeout happen initial get request viewsscientificpythonorg imo likely local network conf think there strangemisconfigure record viewsscientificpythonorg money would problem local network either way certainly networkx ill close
