issue_id,clean_text
547,delet edge reverse graph affect migrate trac httpsnetworkxlanlgovtracticket reporte assigne dschult create digraph call reverse another digraph call removeedge remove correspond edge well accord documentation new graph returne default call reverse remov edge reverse one should affect trac aric hagberg arichagberg beefbabdbeecnetworkx committicketreference repositorynetworkx revisionbeefbabdbeec digraph multidigraph reversecopytrue method dont make proper copy graph addresse trac hagberg thanks report bug pushe fix test trac aric hagberg arichagberg ebbfebfadcadfcaefnetworkx committicketreference repositorynetworkx revisionebbfebfadcadfcaef add test reverse addresse trac hagberg trac dschult
548,add zipf random value generator migrate trac httpsnetworkxlanlgovtracticket reporte hagberg assigne hagberg attachment trac hagberg zipfpyhttpsnetworkxlanlgovtracattachmentticketzipfpy trac bjedwards patch utilspy add function should try hunt place powerlawsequence use rounde replace zipfsequence attachment trac bjedwards zipfpatchdiffhttpsnetworkxlanlgovtracattachmentticketzipfpatchdiff trac aric hagberg arichagberg bcedbfadeedcbbbnetworkx committicketreference repositorynetworkx revisionbcedbfadeedcbbb add zipf random variable sequence generator fixe
549,let user specify position edge label drawn drawnetworkxedgelabels migrate trac httpsnetworkxlanlgovtracticket reporte trac user tkf assigne aric hagberg arichagberg putt label middle point edge sometime bad idea eg digraph attache patch solve problem trac unknown trie attach patch could paste diff diff aaddae networkxdrawingnxpylabpy anetworkxdrawingnxpylabpy thu jun bnetworkxdrawingnxpylabpy mon jun def drawnetworkxedgelabelsg po edgelabelsnone edgelabelpos fontsize fontcolork fontfamilysansserif label defaultnone label key dictionary drawn edgelabelpos float position edge label default fontsize int font size text label default nn label labelsitems xyposnxyposn xy floatxx floatyy xy edgelabelpos edgelabelpos edgelabelpos edgelabelpos rotate anglenumpyarctanyyxxnumpypi degree make label orientation rightsideup trac aric hagberg arichagberg daebcabefefdnetworkx committicketreference repositorynetworkx revisiondaebcabefefd allow draw edge label arbitrary position along edge fixe trac hagberg
550,false calculation averagecluster migrate trac httpsnetworkxlanlgovtracticket reporte atanaskamburov assigne dschult notice calculat average cluster coefficient network node one neighbor considere hav cluster coefficient wrong because cluster coefficient define node because division zero should exclude networkxaveragecluster calculation networkxcluster function should return na trac hagberg convention use networkx algorithm local cluster set zero node zero one neighbor alternative approach compute average httparxivorgabs trac hagberg patch implement countzerostruefalse keyword set false zero cluster node ignore average patch also improve documentation weighte cluster triangle attachment trac hagberg clusterdiffhttpsnetworkxlanlgovtracattachmentticketclusterdiff trac hagberg should weightedtruefalse keyword replace weightweight style like algorithm trac atanaskamburov great thanks trac dschult look like code should update follow area use weightweight instead weightedtrue convert toscipysparsematrix base classe degree also add method getedgeweightuvweight layout spectral method neighbordegree cluster algorithm directory isomorphism routine bipartitebasic docstutorial docstrings trac dan schult dschult ecacacfebbedbbdabcnetworkx committicketreference repositorynetworkx revisionecacacfebbedbbdabc update layout stochastic use weight instead weighte addresse trac dan schult dschult cbbfcccdcffbednetworkx committicketreference repositorynetworkx revisioncbbfcccdcffbe change cluster routine use weight keyword addresse trac dan schult dschult ebcfeddabedbfabddabnetworkx committicketreference repositorynetworkx revisionebcfeddabedbfabddab update neighbordegree use weight keyword addresse trac dan schult dschult cebabcfbdfacdnetworkx committicketreference repositorynetworkx revisioncebabcfbdfacd update isomorphism routine use weight keyword addresse trac dan schult dschult befcdecdacfacfcnetworkx committicketreference repositorynetworkx revisionbefcdecdacfacfc update bipartite algorithm use weight keyword addresse trac dan schult dschult aaabfdaccbeccdcdnetworkx committicketreference repositorynetworkx revisionaaabfdaccbeccdcd update tutorial use weight keyword instead weighte addresse trac dan schult dschult bcbadccbfbddfnetworkx committicketreference repositorynetworkx revisionbcbadccbfbddf add arics patch give option averagecluster without count zero addresse trac hagberg reply dschult look like code should update follow area use weightweight instead weightedtrue convert toscipysparsematrix base classe degree also add method getedgeweightuvweight layout spectral method neighbordegree cluster algorithm directory isomorphism routine bipartitebasic docstutorial docstrings now separate trac aric hagberg arichagberg eccbbabdfaabbanetworkx committicketreference repositorynetworkx revisioneccbbabdfaabba update documentation clusterpy fixe
551,documentation reflect argument name change betweennesscentrality migrate trac httpsnetworkxlanlgovtracticket reporte jbrown assigne hagberg best tell networkxalgorithmscentralitybetweennessbetweennesscentrality argument weight change weightededge weight documentation reflect change trac dschult look online documentation docstrings look change weight specific which documentation look trac hagberg cant find either report old vesion
552,view network time step migrate trac httpsnetworkxlanlgovtracticket reporte eslevine assigne hagberg br try model epidemic network networkx hop look network evolve time step wonder way screenshot graph time step save graph time step without new configuration drawn time right now sav copy graph time step look like overlay previous graph top different configuration time evolution epidemic node different color impossible follow br wattsstrogatz graph fruchtermanreingold layout br let know might method what try br thank br emily trac hagberg ask question networkxdiscuss mail listhttpgroupsgooglecomgroupnetworkxdiscuss
553,change keywords weightedtrue weight migrate trac httpsnetworkxlanlgovtracticket reporte hagberg assigne hagberg look like code should update follow area use weightweight instead weightedtrue convert toscipysparsematrix base classe degree also add method getedgeweightuvweight layout spectral method neighbordegree cluster algorithm directory isomorphism routine bipartitebasic docstutorial docstrings see trac hagberg update ecacacfebbedbbdabcnetworkx cbbddaefcdbafdnetworkx dccebbedadfeeccenetworkx efcadbeeddbenetworkx caaaaecadebnetworkx trac hagberg also networkx networkx networkx networkx trac hagberg networkx base classe backward compatibility code isnt backward compatible old keyword should weighte think should either fix keep backward compatibility now warning drop completely either way need note api change section doc trac aric hagberg arichagberg afbeecbbabfcadnetworkx committicketreference repositorynetworkx revisionafbeecbbabfcad note api change addresse trac dschult backward compatible people use without keyword use keyword weighte new code raise exception which easy fix dont use weighte syntax use order argument might notice api change thats put code certainly make cleaner code make break worry backward compatibility like better warning change because suspect people use weighte get exception trac hagberg let drop backward compatibility remove code trac dan schult dschult fcceecbeceabbeednetworkx committicketreference repositorynetworkx revisionfcceecbeceabbee remove weight false true backward compatibility degree method addresse trac dan schult dschult debdafcebcceefenetworkx committicketreference repositorynetworkx revisiondebdafcebcceefe remove weight true backward compatibility introduce changin keyword weighte weight addresse trac dan schult dschult eebafebeecdnetworkx committicketreference repositorynetworkx revisioneebafebeecd update api changelist remove weighttrue option addresse trac dan schult dschult baaecebfccdecbnetworkx committicketreference repositorynetworkx revisionbaaecebfccdecb add list routine affecte weight change api changelist addresse trac dschult think ready review remove weighttrue option number algorithm because put backward capability weightfalse change good remov truefalse business mak weighttruefalse special mean bad idea because special mean value weight cause trouble true false even worse none way because true false thats remove now algorithm affecte betweennesscentrality betweennesscentralitysubset vitality loadcentrality mincost shortestpath shortestpathlength averageshortestpathlength trac hagberg looke change seem fine trie find misse didnt far trac dschult ok ill close reopen arise
554,new method graph calle getedgeweight migrate trac httpsnetworkxlanlgovtracticket reporte dschult assigne dschult would convenient able directly get edge attribute api envision ggetedgeweightuvweightdefault guvgetweightdefault like idea api allow pull edge attribute ggetedgedata could also work optional keyword argument separate method seems less confus what think also better name trac dschult multigraphs should key argument left none edge weight should combine user provide function default min key should default none ggetedgeweightcombinesum return sum edge weight ggetedgeweight return minimum edge weight node mean multigraphgetedgeweight argument key weight default combine trac hagberg whats wrong getedgedatauv slower guv trac dschult motivation propos occure play alternate sparse matrix data structure shortestpath routine many algorithm use guvgetweightdefault gu api data structure ggetedgedatauv mimic guv within api getweightdefault relie data structure thought ggetedgeweight would contain entire operation api alternate data structure could reuse algorithm code may api change would helpful allow alternate data structure play around also seeme helpful distinguish request neighbor neighbor associate edge data guess right now provide gneighborsu gedgesudatatrue latter return uvdata instead vdata impetus proposal use alternate data structure single api mov api away expo data structure trac hagberg reply dschult motivation propos occure play alternate sparse matrix data structure shortestpath routine many algorithm use guvgetweightdefault gu api data structure ggetedgedatauv mimic guv within api getweightdefault relie data structure thought ggetedgeweight would contain entire operation api alternate data structure could reuse algorithm code guess depends what api de facto specification one could argue guv produce edge data specification produce dictionarylike object may api change would helpful allow alternate data structure play around also seeme helpful distinguish request neighbor neighbor associate edge data guess right now provide gneighborsu gedgesudatatrue latter return uvdata instead vdata would custom edge class resolve im necessarily advocat bad idea could design tuplelike class edge edge could get data edata trac loicseguin im pretty happy guvgetblah dont see problem even decide use different data structure point make sure data structure provide dictlike get method said im against idea would prefer getedgedata getedgeattribute getedgeweight even default edge data many place weight mean what user use trac dschult yes de facto api gu return object getitem return dict like object make cumbersome eg matrix data structure either matrix structure getitem create object getitem construct return dict algorithm dont work thought add getedgeweight would allow fairly easily rewrite many algorithm test framework test would compare output regular algorithm code allintheapi code could also compare output different data structure presume alternate data structure might perform better case which hasnt shown explor ill clone keep main repos clean better way trac hagberg reply dschult yes de facto api gu return object getitem return dict like object make cumbersome eg matrix data structure either matrix structure getitem create object getitem construct return dict algorithm dont work use fact gu dictionary container produce node thought add getedgeweight would allow fairly easily rewrite many algorithm test framework test would compare output regular algorithm code allintheapi code could also compare output different data structure im intereste mak possiblesimpler use data structure store graph what difficult what attempt trac dschult use fact gu dictionary container produce node weighte algorithm use gu dict unweighte algorithm dont im intereste mak possiblesimpler use data structure store graph what difficult what attempt wrap entry matrix data structure dict hav guv return otherwise guvgetweightdefault wont work take timespace defeat one purpose alternate data structure current idiom good data structure others propose new method would datastructure neutral idiom gett edge weight avoid wrapp entry dict could rewrite algorithm attempt new data structure daunt new method could rewrite algorithm datastructure neutral set algorithm could test new data structure code side benefit could also test exist algorithm code against datastructure neutral code datastructure neutral code should also easier read exist code because remove special treatment multigraphs fix properly close trac migration
555,test edge method neighbor instead migrate trac httpsnetworkxlanlgovtracticket reporte dschult assigne dschult think typo trac dan schult dschult bcbcbccccdfacfdfnetworkx committicketreference repositorynetworkx revisionbcbcbccccdfacfdf fix typo test edge method call neighbor fixe
556,order preserv migrate trac httpsnetworkxlanlgovtracticket reporte kutza assigne hagberg doesnt graphindegreevalue preserve order graphindegreevalue best regard hanne trac hagberg could clarify problem provide example trac hagberg
557,dot gml convert migrate trac httpsnetworkxlanlgovtracticket reporte johnjung assigne unknown code usrbinenv python import networkx nx gnxreaddotoutputdot nxwritegmlgtestgml run python dottogmlpy traceback recent call last file dottogmlpy line module gnxreaddotoutputdot file librarypythonsitepackagesnetworkxpyeggnetworkxdrawingnxpydotpy line readdot return frompydotp file librarypythonsitepackagesnetworkxpyeggnetworkxdrawingnxpydotpy line frompydot pgetstrictnone pydot bug getstrict shouldnt take argument attributeerror list object attribute getstrict trac hagberg which version pydot see networkx trac hagberg cant reproduce error recent version pydot trac hagberg
558,feedback add omnigraffle read support migrate trac httpsnetworkxlanlgovtracticket reporte sk assigne hagberg look omnigraffle support networkx networkx support read graph drawn omnigraffle omnigraffle export image format request forum export graph base format dot yet implemente python project grafflesvg which convert omnigraffle document svg document could adapt document read part networkx emaile author adapt code use networkx ok would interest heavy lift done httpcodegooglecompgrafflesvgsourcebrowsetrunkgrafflesvgmainpy discard graphic information nee part pushe graffle document python data structure export back graffle format omnigraffle read graphviz dot file think acceptable work around biggest hurdle see use xml minidom whereas networkx use elementtree comment should modify use et feedback welcome cheer simon trac hagberg pointe sax might better approach since dont store xml tree memory im xml expert use whatever make sense
559,install networkx migrate trac httpsnetworkxlanlgovtracticket reporte calvinhawke assigne hagberg brand new python assigne make render program company networkx look exactly like what nee installe module follow instruction httpdocspythonorginstallindexhtml build folder create try run simple program import networkx networkxgraph get error attributeerror module object attribute graph ive play around hour cant figure decide ask sorry easy question trac hagberg ask networkxdiscuss mail list httpgroupsgooglecomgroupnetworkxdiscusspli
560,use csr sparse matrice linkanalysis migrate trac httpsnetworkxlanlgovtracticket reporte flaviovdf assigne hagberg networkxalgorithmslinkanalysispagerankalgpagerankscipy networkxalgorithmslinkanalysishitsalghitsscipy algorithm could make use scipys csr sparse matrix runtime improvement lil matrice scipys documentation httpdocsscipyorgdocscipyreferencegeneratedscipysparselilmatrixhtml disadvantage lil format arithmetic operation lil lil slow consider csr csc slow column slic consider csc slow matrix vector product consider csr csc httpdocsscipyorgdocscipyreferencegeneratedscipysparsecsrmatrixhtml advantage csr format efficient arithmetic operation csr csr csr csr efficient row slic fast matrix vector product advantage csr exactly neede algorithm conversion csr trivial toscrc method done power iteration algorithm mtocsr maxiter pagerankalgpy mtocsr atocsr hitsalgpy also fast accord httpdocsscipyorgdocscipyreferencesparsehtml use scipy method large graph change beneficial small graph user use numpy version trac hagberg good idea chang toscipysparsematrix call eg anetworkxconvertpy thu jun bnetworkxconvertpy fri jun undirecte mji mij return return mtocsr def fromscipysparsematrixacreateusingnone return graph scipy sparse matrix adjacency list attachment trac unknown convertpyhttpsnetworkxlanlgovtracattachmentticketconvertpy trac flaviovdf sure csr best case link analysis what abou use scipy sparse networkx now future imo agree chang convertpy better condition user could chose which format patch bellow anetworkxconvertpy sat jun bnetworkxconvertpy sat jun return mviewnprecarray def toscipysparsematrixgnodelistnonedtypenoneweightweight def toscipysparsematrixgnodelistnonedtypenoneweightweightsmfmtcsr return graph adjacency matrix scipy sparse matrix parameter edge attribute hold numerical value use edge weight none edge weight smfmt str bsr csr csc coo lil dia dok default csr type matrix returne general nee change form algorithm different implementation sparse matrice perform better see detail return scipy sparse matrix matrix reference scipy dev reference sparse matrice httpdocsscipyorgdocscipyreferencesparsehtml try undirecte mji mij return switch bsrmtobsr csrmtocsr cscmtocsc coomtocoo lilmtolil diamtodia dokmtodok smfmt switch msg unknow sparse matrix format raise nxnetworkxerrormsg return switchsmfmt def fromscipysparsematrixacreateusingnone return graph scipy sparse matrix adjacency list diff aed networkxteststestconvertscipypy anetworkxteststestconvertscipypy sat jun bnetworkxteststestconvertscipypy sat jun nose import skiptest nosetools import assertraise asserttrue assertequal nosetools import assertraise asserttrue assertequal raise import networkx nx networkxgeneratorsclassic import barbellgraphcyclegraphpathgraph npassertequalatodense nxtoscipysparsematrixwptodense npassertequalatodense nxtoscipysparsematrixwpweightothertodense def testsmfmtkeywordself wp nxgraph wpaddedgesfrom nndictweightother range pathgraph nxtoscipysparsematrixp smfmtcsr npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtcsc npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtcoo npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtbsr npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtlil npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtdia npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtdok npassertequalatodense nxtoscipysparsematrixwpweightnonetodense raisesnxnetworkxerror def testsmfmtkeywordfailself wp nxgraph wpaddedgesfrom nndictweightother range pathgraph nxtoscipysparsematrixp smfmtanyother newline end file testingenvflaviovchaplinworkspacenetworkx hg diff difftxt testingenvflaviovchaplinworkspacenetworkx less difftxt testingenvflaviovchaplinworkspacenetworkx cat difftxt diff aed networkxconvertpy anetworkxconvertpy sat jun bnetworkxconvertpy sat jun return mviewnprecarray def toscipysparsematrixgnodelistnonedtypenoneweightweight def toscipysparsematrixgnodelistnonedtypenoneweightweightsmfmtcsr return graph adjacency matrix scipy sparse matrix parameter edge attribute hold numerical value use edge weight none edge weight smfmt str bsr csr csc coo lil dia dok default csr type matrix returne general nee change form algorithm different implementation sparse matrice perform better see detail return scipy sparse matrix matrix reference scipy dev reference sparse matrice httpdocsscipyorgdocscipyreferencesparsehtml try undirecte mji mij return switch bsrmtobsr csrmtocsr cscmtocsc coomtocoo lilmtolil diamtodia dokmtodok smfmt switch msg unknow sparse matrix format raise nxnetworkxerrormsg return switchsmfmt def fromscipysparsematrixacreateusingnone return graph scipy sparse matrix adjacency list diff aed networkxteststestconvertscipypy anetworkxteststestconvertscipypy sat jun bnetworkxteststestconvertscipypy sat jun nose import skiptest nosetools import assertraise asserttrue assertequal nosetools import assertraise asserttrue assertequal raise import networkx nx networkxgeneratorsclassic import barbellgraphcyclegraphpathgraph npassertequalatodense nxtoscipysparsematrixwptodense npassertequalatodense nxtoscipysparsematrixwpweightothertodense def testsmfmtkeywordself wp nxgraph wpaddedgesfrom nndictweightother range pathgraph nxtoscipysparsematrixp smfmtcsr npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtcsc npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtcoo npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtbsr npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtlil npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtdia npassertequalatodense nxtoscipysparsematrixwpweightnonetodense nxtoscipysparsematrixp smfmtdok npassertequalatodense nxtoscipysparsematrixwpweightnonetodense raisesnxnetworkxerror def testsmfmtkeywordfailself wp nxgraph wpaddedgesfrom nndictweightother range pathgraph nxtoscipysparsematrixp smfmtanyother trac aric hagberg arichagberg dfbdcbaadeadffacanetworkx committicketreference repositorynetworkx revisiondfbdcbaadeadffaca provide option return different type scipy sparse matrice addresse trac hagberg great thanks test applie patch modification change keyword name format use asformat method return matrix look ok close trac flaviovdf look great good little time div networkx code well organize easy understand trac hagberg
561,change method return iterators retire iter method migrate trac httpsnetworkxlanlgovtracticket reporte dschult assigne hagberg graph class method neighbor degree edge return list dicts seems cleaner efficient return iterators method cousin method like edgesiter return iterators should consider remov iter method mak others return iterators design user need list dict use eg listgedge mak default behavior iterator encourage efficiency method would generate pair node value could use construct dict might also useful able generate value method like gnode would naturally generate single value trac hagberg would nice done within timeframe seemingly need plan because impact entire package yeah also think should make jump chebeei perhaps better done early late because new pr merge modify experimente remov overwrit node nodesiter remov latter immensely painful yeah see value do earlier third yay start implement find good test coverage im one who suggeste yea clearly place nee use listgraphnode instead graphnode iterator wed jun pm chebeei notificationsgithubcom wrote yeah see value do earlier third yay start implement find good test coverage reply email directly view github httpsgithubcomnetworkxnetworkxissuesissuecomment close merge
562,add data keyword neighbor method migrate trac httpsnetworkxlanlgovtracticket reporte dschult assigne dschult neighbor method could return edge data like edge method would allow simpler code iterat adjacency list node see discussion example gneighborsn datatrue would return dict keye neighbor node edge data dict connect gneighborsitern datatrue would return iterator pair nbredgedata similar gedgesn datatrue iterate nnbredgedata synonym guitems suggestion trac hagberg trac hagberg multigraphs would also like gneighborsitern generate node every edge attache repeate node produce thus cant use ti easily compute eg node degree would potentially confus since gneighbors return dict wouldnt contain duplicate dictgneighborsiter gneighbors case trac loicseguin good idea would make method return edge consistent reply aric multigraphs would also like gneighborsitern generate node every edge attache repeate node produce thus cant use ti easily compute eg node degree would potentially confus since gneighbors return dict wouldnt contain duplicate dictgneighborsiter gneighbors case modify neighbor method multigraph return dict keye node edgekey pair would potentially break dont think hav dictgneighborsiter gneighbors good idea since method iter version behave way trac hagberg reply loicseguin good idea would make method return edge consistent reply aric multigraphs would also like gneighborsitern generate node every edge attache repeate node produce thus cant use ti easily compute eg node degree would potentially confus since gneighbors return dict wouldnt contain duplicate dictgneighborsiter gneighbors case modify neighbor method multigraph return dict keye node edgekey pair would potentially break yeah might worse dont think hav dictgneighborsiter gneighbors good idea since method iter version behave way another alternative would return list gneighbors trac dschult aric right degreelengneighborsu multigraphs also true degree lengu multigraphs perhaps another method edge should use count multiedge think degreelengedgesu multiedge trac hagberg reply dschult aric right degreelengneighborsu multigraphs also true degree lengu multigraphs perhaps another method edge should use count multiedge think degreelengedgesu multiedge wasnt worrie case seems good degree lengneighbors what concerne similar dont remember exact use case right now wante gneighborsu give neighbor includ duplicate instead hav write uv gedgesu neighbor also think wante neighbor return inneighbors outneighbors digraph instead successor like now didnt resolve add predsucc method graph trac dschult neighbor back fundamental seems like want able loop node connecte node what connecte mean guess dont enough experience multiedge know what best suggest could return one node data edge people who dont want duplicate would use setgneighbors seems work would help code written think graph use multigraph example betweennesspy now use dijkstra method gv doesnt look like work multigraphs replace gvitems gneighborsv datatrue would nice made work graph multigraph think good argument return copie nbr edge try replace guitems let make work way should multigraphs trac hagberg reply dschult neighbor back fundamental seems like want able loop node connecte node what connecte mean guess dont enough experience multiedge know what best suggest could return one node data edge people who dont want duplicate would use setgneighbors seems work would help code written think graph use multigraph example betweennesspy now use dijkstra method gv doesnt look like work multigraphs replace gvitems gneighborsv datatrue would nice made work graph multigraph thats pretty good example someplace wrote broken code multigraphs guitems think good argument return copie nbr edge try replace guitems let make work way should multigraphs yes impression reworke neighbor would use intead guitems would use fact anywhere gu dictionary trac dschult arg propose gneighborsu datatrue return datastructure dependent edge dict wherever guitems use code take edge dict use getweightdefault edge data must dict matrix base data structure would create dict neighbor could return one avoid problem propose getedgedata take two lookup gadju gneighborsu vwdist vdist ggetedgedatauvdatakeyweight default which seems take time long allow avoid guitems without slowdown like betweenness might nee like vwt gneighborsu datatrue datakeyweight default trac hagberg reply dschult arg propose gneighborsu datatrue return datastructure dependent edge dict wherever guitems use code take edge dict use getweightdefault edge data must dict matrix base data structure would create dict neighbor could return unless store dict matrix entry unweighte case data could return empty otherwise stuck creat like weightmatrixuv way see make custom edge class instead dict many way might even worse performance build dict trac dschult right think view edge dict way go likely correct ill keep think return multiedge think best return nbredata pair edge leave edge key provide consistent return type graph multigraph neighbor should return list instead dict ifwhen replace iter method iterators returne edgesneighborsetc user pick list dict wante chime say like would go long way towards mak graph multigraphs play nicely together progress what see full discussion noth yet propose implemente desire functionality id will put pr next week time allows sure neighbor think edge think neighbor node think node edge connect edge connect simple matter python sinkgneighborsdatatruekeys gedgesourcesink gett data sink edge bit involve python edgegneighborsdatatruekeys assume neighbor gnodeedge note neste subscript im much biase usecasehttpsgithubcomvermiculusssatoolblobmasterssacorealgorithmorgrunningitonce dont access graph whole must pas neighbor function im intereste hear edgebase solution would betterive doubt im miss popular revisit see view handle view interface instead gneighborsn datatrue even gneighborsn datafoo default edge data neighbor nbr edict gnitems keydict returne multigraph desire nbr edict gedgesn datatrue play nicely multigraph node data neighbor nbr gnodenbr nbr gn doesnt duplicate multiedge nbr gnodenbr nbr gedgesn duplicate multiedge think sufficient dont nee modify gneighbors get rid gneighbors tell people use gedge shift conversation different emphasis
563,add feature getedgedata method migrate trac httpsnetworkxlanlgovtracticket reporte dschult assigne dschult getedgedata method should enhance keyword control what get returne motivation change make simpler write algorithm access edge data especially handl multigraphs see detaile discussion example propose signature ggetedgedatauvkeynonedatakeynonedefaultmissingnonecombinelist briefly datakey none like gadjuv datakey specifie like gadjuvgetdatakey default edge doesnt exist miss returne key combine argument use multigraphs key specifie use behavior data dict gadjuvkey key none datakey specifie list value obtaine sent function combine which default list common example would min sum backward compatible since current method use default keyword supply value edge exist instead edge data key exist propose suggestion desire feature name argument anyth trac hagberg trac hagberg trac hagberg attachment trac dschult gedpatchhttpsnetworkxlanlgovtracattachmentticketgedpatch trac dschult ive attache patch implement suggestion along test draft docstr language trac hagberg look good now im wonder default behavior should raise exception miss edge miss data suppose keyword would eg missingnone couldnt return none wante seems ok rais exception could help spot error either way like defaultnone better default since make sense numerical data trac dschult sound good defaultmiss none data attribute miss edge raise exception want default behavior must specify defaultmiss value want return none use tryexcept clause trac hagberg patch raise exception version seems pretty complicate ive done correctly simply attachment trac hagberg getedgepatchhttpsnetworkxlanlgovtracattachmentticketgetedgepatch trac dschult patch look good im play expansion mean trouble make optional none return iterator data edge uv ill attach patch allows nbredata guitems dist distu edatagetweight default replace nbrwt ggetedgedatau datakeyweight defaultdefault dist distu wt idiom use many place replac would allow alternate data structure return nbrwt instead nbrweightwt doesnt slow ggetedgedatauv allows nice loop edge data go even extreme could allow optional ggetedgedata return data edge question whether return direction undirecte graph patch imagine use like gsizeweightweight sumggetedgedatadatakeyweight alledge option might useful mak optional neither affect performance mak optional solve alternate data structure attachment trac dschult gedpatchhttpsnetworkxlanlgovtracattachmentticketgedpatch trac hagberg reply dschult patch look good im play expansion mean trouble make optional none return iterator data edge uv go even extreme could allow optional ggetedgedata return data edge now made reconsider edge neighbor look like proposal getedgedata mixe together dont like hav one big method like swissarmy knife inch towards ggetedgedatakwds get piece data want graph think understand try abstract fact dictionarie edge data dont see clean way everytime method return data youd nee optionally allow datakey miss point wouldnt better custom edge class close due inactivity
564,fastgnprandomgraph shouldnt allow self loop directe case migrate trac httpsnetworkxlanlgovtracticket reporte hagberg assigne hagberg fastgnprandomgraph algorithm allows self loop directedtrue gnprandomgraph case directedfalse should consistent also bug directedtrue undirecte complete graph produce trac hagberg complete graph bug fixe networkx trac hagberg networkx networkx dont allow self loop directedtrue
565,random geometric graph po attribute miss migrate trac httpsnetworkxlanlgovtracticket reporte shishirpy assigne hagberg po attribute node random geometric graph miss recreate bug follow nxrandomgeometricgraph po nxgetnodeattributesg po po output last line trac dschult try position dict what version networkx python trac unknown python epd bit dec networkx version nxversion trac hagberg po nxgetnodeattributesg po method work networkx later earlier version use posgpos trac shishirpy reply aric po nxgetnodeattributesg po method work networkx later earlier version use posgpos thanks aric gpo work trac hagberg trac shishirpy python epd bit dec networkx version nxversion
566,trophic index initial implementation migrate trac httpsnetworkxlanlgovtracticket reporte vaggifederico assigne hagberg create initial implementation trophic index index use ecological network analysis calculate strength indirect effect specie another specie description trophic index found quantify importance specie interaction hostparasitoid community jordan wc liu fjf van veen community ecology attachment trac vaggifederico tiindexpyhttpsnetworkxlanlgovtracattachmenttickettiindexpy close due inactivity
567,label nxdrawnetworkedgeslabels documentation migrate trac httpsnetworkxlanlgovtracticket reporte andreacrotti assigne dan schult dschult drawnetworkedgeslabels documentation state label function parameter name real parameter edgelabels trac dan schult dschult debdeccdcfebbcdaeanetworkx committicketreference repositorynetworkx revisiondebdeccdcfebbcdaea tweak docstrings nxpylab fixe thanks report trac aric hagberg arichagberg fcceabddabdbfbnetworkx committicketreference repositorynetworkx revisionfcceabddabdbfb revert kwds change addresse trac hagberg
